station;sample;station_name;size_code;taxon_name;species_code;density;biomass;added_by_user;notes;...11;area;location 
34;3;ОH34_3;;Lacuna neritoidea;374;1;"0,001";Аристов;Alexeeva_onega25.pdf(5-6);без разд. на сито;1;glub
34;3;ОH34_3;;Spio theeli;732;1;"0,002";Аристов;Alexeeva_onega25.pdf(5-6);без разд. на сито;1;glub
34;3;ОH34_3;;Enchitreidae;830;1;"0,001";Аристов;Alexeeva_onega25.pdf(5-6);без разд. на сито;1;glub
34;3;ОH34_3;;Tubificoides benedeni;829;1;"0,001";Аристов;Alexeeva_onega25.pdf(5-6);без разд. на сито;1;glub
34;3;ОH34_3;;Gammarus sp.;189;36;"0,159";Аристов;Alexeeva_onega25.pdf(5-6);без разд. на сито;1;glub
34;3;ОH34_3;;Jaera albifrons;261;2;"0,006";Аристов;Alexeeva_onega25.pdf(5-6);без разд. на сито;1;glub
34;2;ОH34_2;;Mytilus edulis;457;625;"10,139";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Hydrobia ulvae;375;118;"0,231";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Pygospio elegans;740;2;"0,004";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Phyllodoce maculata;718;2;"0,005";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Tubificoides benedeni;829;1;"0,001";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Arenicola marina;615;1;"0,003";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Spio theeli;732;1;"0,003";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Onoba aculeus;383;2;"0,002";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Littorina obtusata;380;10;"0,847";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Macoma balthica;435;5;"8,051";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Polysiphonia sp.;969;;"0,001";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Enteromorpha prolifera;1000;;"0,001";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Dictyosiphon sp.;982;;"0,001";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
34;2;ОH34_2;;Gammarus sp.;189;16;"0,054";Аристов;Alexeeva_onega25.pdf(6-7);без разд. на сито;1;glub
23;1;ОH23_1;;Macoma balthica;435;1;"0,011";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;1;glub
23;1;ОH23_1;;Pygospio elegans;740;1;"0,002";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;1;glub
23;1;ОH23_1;;Spio theeli;732;1;"0,001";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;1;glub
23;1;ОH23_1;;Littorina obtusata;380;2;"0,003";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;1;glub
23;1;ОH23_1;;Hydrobia ulvae;375;279;"0,516";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;1;glub
23;2;ОH23_2;;Enchitreidae;830;2;"0,002";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;30;glub
23;2;ОH23_2;;Hydrobia ulvae;375;235;"2,969";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;30;glub
23;3;ОH23_3;;Hydrobia ulvae;375;196;"0,39";Манылова;Alexeeva_onega25.pdf(16);без разд. на сито;30;glub
23;3;ОH23_3;;Polysiphonia sp.;969;;;Манылова;Alexeeva_onega25.pdf(16);без разд. на сито;30;glub
24;2;ОH24_2;;Littorina saxatilis;381;1;"0,005";Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;30;glub
24;2;ОH24_2;;Macoma balthica;435;1;"0,178";Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;30;glub
24;2;ОH24_2;;Polysiphonia sp.;969;;;Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;30;glub
24;2;ОH24_2;;Dictyosiphon sp.;982;;;Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;30;glub
24;2;ОH24_2;;Cladophora sericea;996;;;Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;30;glub
24;2;ОH24_2;;Hydrobia ulvae;375;154;"3,013";Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;30;glub
24;1;ОH24_1;;Fucus vesiculosus;993;;;Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;1;glub
24;1;ОH24_1;;Ilea zosterifolia;#N/A;;;Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;1;glub
24;1;ОH24_1;;Dynamena pumila;6;;;Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;1;glub
24;1;ОH24_1;;Cladophora sericea;996;;;Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;1;glub
24;1;ОH24_1;;Enteromorpha prolifera;1000;;;Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;1;glub
24;1;ОH24_1;;Polysiphonia sp.;969;;;Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;1;glub
24;1;ОH24_1;;Macoma balthica;435;6;"1,121";Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;1;glub
24;1;ОH24_1;;Gammarus sp.;189;2;"0,004";Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;1;glub
24;1;ОH24_1;;Enchitreidae;830;1;"0,001";Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;1;glub
24;1;ОH24_1;;Littorina saxatilis;381;1;"0,009";Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;1;glub
24;1;ОH24_1;;Hydrobia ulvae;375;579;"1,607";Манылова;Alexeeva_onega25.pdf(15);без разд. на сито;1;glub
24;3;ОH24_3;;Macoma balthica;435;4;"0,058";Манылова;Alexeeva_onega25.pdf(15-16);без разд. на сито;30;glub
24;3;ОH24_3;;Gammarus sp.;189;1;"0,002";Манылова;Alexeeva_onega25.pdf(15-16);без разд. на сито;30;glub
24;3;ОH24_3;;Mytilus edulis;457;2;"0,002";Манылова;Alexeeva_onega25.pdf(15-16);без разд. на сито;30;glub
24;3;ОH24_3;;Spio theeli;732;1;"0,003";Манылова;Alexeeva_onega25.pdf(15-16);без разд. на сито;30;glub
24;3;ОH24_3;;Capitella capitata;642;2;"0,022";Манылова;Alexeeva_onega25.pdf(15-16);без разд. на сито;30;glub
24;3;ОH24_3;;Cladophora sericea;996;;;Манылова;Alexeeva_onega25.pdf(15-16);без разд. на сито;30;glub
24;3;ОH24_3;;Hydrobia ulvae;375;382;"3,558";Манылова;Alexeeva_onega25.pdf(15-16);без разд. на сито;30;glub
24;3;ОH24_3;;Polysiphonia sp.;969;;;Манылова;Alexeeva_onega25.pdf(15-16);без разд. на сито;30;glub
24;3;ОH24_3;;Ilea zosterifolia;#N/A;;;Манылова;Alexeeva_onega25.pdf(15-16);без разд. на сито;30;glub
24;3;ОH24_3;;Dictyosiphon sp.;982;;;Манылова;Alexeeva_onega25.pdf(15-16);без разд. на сито;30;glub
25;1;ОH25_1;;Mytilus edulis;457;15;"10,254";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;1;glub
25;1;ОH25_1;;Macoma balthica;435;1;"0,409";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;1;glub
25;1;ОH25_1;;Eteone longa;709;1;"0,008";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;1;glub
25;1;ОH25_1;;Tubificoides benedeni;829;1;"0,002";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;1;glub
25;1;ОH25_1;;Hydrobia ulvae;375;224;"0,695";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;1;glub
25;2;ОH25_2;;Mytilus edulis;457;16;"7,427";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;30;glub
25;2;ОH25_2;;Hydrobia ulvae;375;435;"0,876";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;30;glub
25;2;ОH25_2;;Littorina saxatilis;381;1;"0,007";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;30;glub
25;2;ОH25_2;;Phyllodoce maculata;718;1;"0,021";Манылова;Alexeeva_onega25.pdf(14);без разд. на сито;30;glub
25;3;ОH25_3;;Macoma balthica;435;2;"0,668";Манылова;Alexeeva_onega25.pdf(13);без разд. на сито;30;glub
25;3;ОH25_3;;Littorina saxatilis;381;1;"0,001";Манылова;Alexeeva_onega25.pdf(13);без разд. на сито;30;glub
25;3;ОH25_3;;Phyllodoce maculata;718;1;"0,001";Манылова;Alexeeva_onega25.pdf(13);без разд. на сито;30;glub
25;3;ОH25_3;;Fucus vesiculosus;993;;;Манылова;Alexeeva_onega25.pdf(13);без разд. на сито;30;glub
25;3;ОH25_3;;Polysiphonia sp.;969;;;Манылова;Alexeeva_onega25.pdf(13);без разд. на сито;30;glub
25;3;ОH25_3;;Cladophora rupestris;997;;;Манылова;Alexeeva_onega25.pdf(13);без разд. на сито;30;glub
25;3;ОH25_3;;Elachistea sp.;986;;;Манылова;Alexeeva_onega25.pdf(13);без разд. на сито;30;glub
25;3;ОH25_3;;Hydrobia ulvae;375;525;"0,912";Манылова;Alexeeva_onega25.pdf(13);без разд. на сито;30;glub
25;3;ОH25_3;;Mytilus edulis;457;16;"7,389";Манылова;Alexeeva_onega25.pdf(13);без разд. на сито;30;glub
25;3;ОH25_3;;Littorina obtusata;380;2;"0,009";Манылова;Alexeeva_onega25.pdf(13);без разд. на сито;30;glub
31;3;ОH31_3;;Mytilus edulis;457;27;"0,178";Манылова;Petrov_onega25.pdf(2-3);без разд. на сито;1;glub
31;3;ОH31_3;;Gammarus sp.;189;4;"0,007";Манылова;Petrov_onega25.pdf(2-3);без разд. на сито;1;glub
31;3;ОH31_3;;Calliopius laeviusculus;157;2;"0,003";Манылова;Petrov_onega25.pdf(2-3);без разд. на сито;1;glub
31;3;ОH31_3;;Hydrobia ventrosa;376;2;"0,002";Манылова;Petrov_onega25.pdf(2-3);без разд. на сито;1;glub
31;3;ОH31_3;;Hydrobia ulvae;375;4;"0,005";Манылова;Petrov_onega25.pdf(2-3);без разд. на сито;1;glub
31;3;ОH31_3;;Polysiphonia sp.;969;;"0,051";Манылова;Petrov_onega25.pdf(2-3);без разд. на сито;1;glub
31;3;ОH31_3;;Spio theeli;732;1;"0,001";Манылова;Petrov_onega25.pdf(2-3);без разд. на сито;1;glub
31;3;ОH31_3;;Nematoda;#N/A;;;Манылова;Petrov_onega25.pdf(2-3);без разд. на сито;1;glub
31;3;ОH31_3;;Fucus vesiculosus;993;;"24,9";Манылова;Petrov_onega25.pdf(2-3);без разд. на сито;1;glub
31;3;ОH31_3;;Littorina obtusata;380;4;"0,546";Манылова;Petrov_onega25.pdf(2-3);без разд. на сито;1;glub
31;3;ОH31_3;;Enchitreidae;830;2;"0,001";Манылова;Petrov_onega25.pdf(2-3);без разд. на сито;1;glub
31;1;ОH31_1;;Littorina obtusata;380;8;"0,758";Манылова;Petrov_onega25.pdf(3-4);без разд. на сито;1;glub
31;1;ОH31_1;;Mytilus edulis;457;26;"0,161";Манылова;Petrov_onega25.pdf(3-4);без разд. на сито;1;glub
31;1;ОH31_1;;Fucus vesiculosus;993;;"103,2";Манылова;Petrov_onega25.pdf(3-4);без разд. на сито;1;glub
31;1;ОH31_1;;Cladophora sericea;996;;"0,009";Манылова;Petrov_onega25.pdf(3-4);без разд. на сито;1;glub
31;1;ОH31_1;;Hydrobia ulvae;375;29;"0,07";Манылова;Petrov_onega25.pdf(3-4);без разд. на сито;1;glub
31;1;ОH31_1;;Hydrobia ventrosa;376;1;"0,001";Манылова;Petrov_onega25.pdf(3-4);без разд. на сито;1;glub
31;1;ОH31_1;;Hydrobia sp.;#N/A;25;"0,028";Манылова;Petrov_onega25.pdf(3-4);без разд. на сито;1;glub
31;2;ОH31_2;;Littorina obtusata;380;1;"0,164";Манылова;Petrov_onega25.pdf(4);без разд. на сито;1;glub
31;2;ОH31_2;;Littorina saxatilis;381;1;"0,069";Манылова;Petrov_onega25.pdf(4);без разд. на сито;1;glub
31;2;ОH31_2;;Hydrobia ulvae;375;4;"0,006";Манылова;Petrov_onega25.pdf(4);без разд. на сито;1;glub
31;2;ОH31_2;;Dynamena pumila;6;;;Манылова;Petrov_onega25.pdf(4);без разд. на сито;1;glub
31;2;ОH31_2;;Obelia sp.;54;;;Манылова;Petrov_onega25.pdf(4);без разд. на сито;1;glub
31;2;ОH31_2;;Crangon crangon;250;1;"0,517";Манылова;Petrov_onega25.pdf(4);без разд. на сито;1;glub
31;2;ОH32_2;;Macoma balthica;435;1;"1,28";Манылова;Efimov_onega25.pdf(6);без разд. на сито;1;glub
32;2;ОH32_2;;Crangon crangon;250;1;"0,417";Манылова;Efimov_onega25.pdf(6);без разд. на сито;1;glub
32;2;ОH32_2;;Arenicola marina;615;4;"0,02";Манылова;Efimov_onega25.pdf(6);без разд. на сито;1;glub
32;2;ОH32_2;;Tubificoides benedeni;829;1;"0,002";Манылова;Efimov_onega25.pdf(6);без разд. на сито;1;glub
32;2;ОH32_2;;Spio theeli;732;6;"0,003";Манылова;Efimov_onega25.pdf(6);без разд. на сито;1;glub
32;2;ОH32_2;;Clitellio arenarius;826;1;"0,003";Манылова;Efimov_onega25.pdf(6);без разд. на сито;1;glub
32;2;ОH32_2;;Nephthys minuta;784;1;"0,002";Манылова;Efimov_onega25.pdf(6);без разд. на сито;1;glub
32;2;ОH32_2;;Hydrobia ulvae;375;279;"0,503";Манылова;Efimov_onega25.pdf(6);без разд. на сито;1;glub
34;1;ОH34_1;;Lacuna neritoidea;374;3;"0,043";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Littorina obtusata;380;16;"4,068";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Littorina saxatilis;381;1;"0,025";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Littorina littorea;379;1;"0,025";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Epheria vincta;373;3;"0,008";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Macoma balthica;435;11;"11,778";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Gammarus sp.;189;34;"0,1";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Jaera albifrons;261;1;"0,003";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Caprella septemtrionalis;163;2;"0,02";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Cladophora sericea;996;;;Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Polysiphonia sp.;969;;;Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Enteromorpha prolifera;1000;;;Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Dictyosiphon sp.;982;;;Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Ectocarpus sp.;984;;;Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Hydrobia ulvae;375;239;100;Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Mytilus edulis;457;915;"3,078";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Onoba aculeus;383;1;"0,002";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Fucus vesiculosus;993;;;Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Tubificoides benedeni;829;1;"0,002";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Pygospio elegans;740;1;"0,001";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
34;1;ОH34_1;;Phyllodoce groenlandica;717;2;"0,027";Манылова;Efimov_onega25.pdf(3-6);без разд. на сито;1;glub
17;1;ОH17_1;;Hydrobia sp.;#N/A;269;"0,056";Аристов;ДА (личный);сито 0.5;1;veiga
17;1;ОH17_1;;Polysiphonia sp.;969;;;Аристов;ДА (личный);сито 0.5;1;veiga
17;1;ОH17_1;;Cladophora sericea;996;;;Аристов;ДА (личный);сито 0.5;1;veiga
17;1;ОH17_1;;Macoma balthica;435;3;"0,002";Аристов;ДА (личный);сито 0.5;1;veiga
17;1;ОH17_1;;Nephthys minuta;784;2;"0,002";Аристов;ДА (личный);сито 0.5;1;veiga
17;1;ОH17_1;;Eteone longa;709;1;"0,002";Аристов;ДА (личный);сито 0.5;1;veiga
17;1;ОH17_1;;Pygospio elegans;740;4;"0,003";Аристов;ДА (личный);сито 0.5;1;veiga
17;1;ОH17_1;;Tubifex costatus;828;35;"0,037";Аристов;ДА (личный);сито 0.5;1;veiga
17;1;ОH17_1;;Paranais litoralis;833;4;"0,007";Аристов;ДА (личный);сито 0.5;1;veiga
17;1;ОH17_1;;Hydrobia sp.;#N/A;5452;"13,989";Аристов;ДА (личный);сито 1;1;veiga
17;1;ОH17_1;;Macoma balthica;435;15;"0,183";Аристов;ДА (личный);сито 1;1;veiga
17;1;ОH17_1;;Polysiphonia sp.;969;;;Аристов;ДА (личный);сито 1;1;veiga
17;1;ОH17_1;;Phyllophora brodiaei;950;;;Аристов;ДА (личный);сито 1;1;veiga
17;1;ОH17_1;;Pygospio elegans;740;4;"0,002";Аристов;ДА (личный);сито 1;1;veiga
17;1;ОH17_1;;Tubifex costatus;828;3;"0,002";Аристов;ДА (личный);сито 1;1;veiga
19;1;ОH19_1;;Hydrobia sp.;#N/A;5509;"12,664";Аристов;ДА (личный);сито 1;1;veiga
19;1;ОH19_1;;Macoma balthica;435;14;"0,823";Аристов;ДА (личный);сито 1;1;veiga
19;1;ОH19_1;;Cladophora sericea;996;;;Аристов;ДА (личный);сито 1;1;veiga
19;1;ОH19_1;;Polysiphonia sp.;969;;;Аристов;ДА (личный);сито 1;1;veiga
19;1;ОH19_1;;Alita virens;789;1;"0,022";Аристов;ДА (личный);сито 1;1;veiga
19;1;ОH19_1;;Pygospio elegans;740;5;"0,001";Аристов;ДА (личный);сито 1;1;veiga
19;1;ОH19_1;;Paranais litoralis;833;12;"0,005";Аристов;ДА (личный);сито 1;1;veiga
19;1;ОH19_1;;Tubifex costatus;828;2;"0,002";Аристов;ДА (личный);сито 1;1;veiga
